dataset,model,correct_format_count,correct_formats,num_samples,share_all,share_oracle_solvable
realhit,Qwen3.5-9B,6,latex+markdown+json_cells+json_rows+image+excel_1_image,826,0.3464765100671141,0.41362043064596893
realhit,Qwen3.5-9B,0,none,387,0.16233221476510068,0.0
realhit,Qwen3.5-9B,5,latex+markdown+json_cells+json_rows+excel_1_image,109,0.04572147651006712,0.05458187280921382
realhit,Qwen3.5-9B,5,latex+json_cells+json_rows+image+excel_1_image,74,0.03104026845637584,0.037055583375062595
realhit,Qwen3.5-9B,5,markdown+json_cells+json_rows+image+excel_1_image,69,0.028942953020134228,0.03455182774161242
realhit,Qwen3.5-9B,5,latex+markdown+json_cells+json_rows+image,65,0.02726510067114094,0.03254882323485228
realhit,Qwen3.5-9B,5,latex+markdown+json_rows+image+excel_1_image,60,0.025167785234899327,0.030045067601402103
realhit,Qwen3.5-9B,5,latex+markdown+json_cells+image+excel_1_image,58,0.024328859060402684,0.02904356534802203
realhit,Qwen3.5-9B,1,image,56,0.02348993288590604,0.028042063094641963
realhit,Qwen3.5-9B,1,excel_1_image,43,0.018036912751677854,0.021532298447671506
realhit,Qwen3.5-9B,4,json_cells+json_rows+image+excel_1_image,39,0.016359060402684564,0.019529293940911366
realhit,Qwen3.5-9B,2,image+excel_1_image,29,0.012164429530201342,0.014521782674011016
realhit,Qwen3.5-9B,1,json_cells,27,0.011325503355704697,0.013520280420630946
realhit,Qwen3.5-9B,4,latex+json_cells+image+excel_1_image,26,0.010906040268456376,0.013019529293940912
realhit,Qwen3.5-9B,4,latex+markdown+image+excel_1_image,26,0.010906040268456376,0.013019529293940912
realhit,Qwen3.5-9B,1,latex,23,0.00964765100671141,0.011517275913870806
realhit,Qwen3.5-9B,4,latex+markdown+json_cells+json_rows,22,0.009228187919463088,0.011016524787180772
realhit,Qwen3.5-9B,3,latex+image+excel_1_image,20,0.008389261744966443,0.010015022533800702
realhit,Qwen3.5-9B,1,json_rows,19,0.007969798657718121,0.009514271407110666
realhit,Qwen3.5-9B,3,json_cells+image+excel_1_image,19,0.007969798657718121,0.009514271407110666
realhit,Qwen3.5-9B,2,json_cells+json_rows,17,0.007130872483221477,0.008512769153730596
realhit,Qwen3.5-9B,4,markdown+json_rows+image+excel_1_image,17,0.007130872483221477,0.008512769153730596
realhit,Qwen3.5-9B,1,markdown,15,0.006291946308724832,0.007511266900350526
realhit,Qwen3.5-9B,4,markdown+json_cells+image+excel_1_image,14,0.00587248322147651,0.007010515773660491
realhit,Qwen3.5-9B,2,latex+markdown,13,0.005453020134228188,0.006509764646970456
realhit,Qwen3.5-9B,3,json_cells+json_rows+excel_1_image,13,0.005453020134228188,0.006509764646970456
realhit,Qwen3.5-9B,4,latex+markdown+json_rows+excel_1_image,13,0.005453020134228188,0.006509764646970456
realhit,Qwen3.5-9B,2,latex+json_rows,12,0.0050335570469798654,0.006009013520280421
realhit,Qwen3.5-9B,3,latex+markdown+excel_1_image,12,0.0050335570469798654,0.006009013520280421
realhit,Qwen3.5-9B,4,latex+json_cells+json_rows+excel_1_image,12,0.0050335570469798654,0.006009013520280421
realhit,Qwen3.5-9B,2,json_cells+excel_1_image,11,0.004614093959731544,0.005508262393590386
realhit,Qwen3.5-9B,3,markdown+image+excel_1_image,11,0.004614093959731544,0.005508262393590386
realhit,Qwen3.5-9B,3,markdown+json_cells+json_rows,11,0.004614093959731544,0.005508262393590386
realhit,Qwen3.5-9B,4,latex+markdown+json_cells+image,11,0.004614093959731544,0.005508262393590386
realhit,Qwen3.5-9B,4,markdown+json_cells+json_rows+excel_1_image,11,0.004614093959731544,0.005508262393590386
realhit,Qwen3.5-9B,4,markdown+json_cells+json_rows+image,11,0.004614093959731544,0.005508262393590386
realhit,Qwen3.5-9B,2,json_rows+excel_1_image,10,0.0041946308724832215,0.005007511266900351
realhit,Qwen3.5-9B,3,latex+json_cells+image,10,0.0041946308724832215,0.005007511266900351
realhit,Qwen3.5-9B,3,latex+markdown+json_cells,10,0.0041946308724832215,0.005007511266900351
realhit,Qwen3.5-9B,3,json_cells+json_rows+image,9,0.0037751677852348995,0.004506760140210316
realhit,Qwen3.5-9B,3,json_rows+image+excel_1_image,9,0.0037751677852348995,0.004506760140210316
realhit,Qwen3.5-9B,3,latex+json_rows+image,9,0.0037751677852348995,0.004506760140210316
realhit,Qwen3.5-9B,4,latex+json_rows+image+excel_1_image,9,0.0037751677852348995,0.004506760140210316
realhit,Qwen3.5-9B,2,json_cells+image,8,0.003355704697986577,0.00400600901352028
realhit,Qwen3.5-9B,2,latex+json_cells,8,0.003355704697986577,0.00400600901352028
realhit,Qwen3.5-9B,4,latex+json_cells+json_rows+image,8,0.003355704697986577,0.00400600901352028
realhit,Qwen3.5-9B,4,latex+markdown+json_cells+excel_1_image,8,0.003355704697986577,0.00400600901352028
realhit,Qwen3.5-9B,2,latex+image,7,0.002936241610738255,0.0035052578868302454
realhit,Qwen3.5-9B,3,markdown+json_cells+excel_1_image,7,0.002936241610738255,0.0035052578868302454
realhit,Qwen3.5-9B,4,latex+markdown+json_rows+image,7,0.002936241610738255,0.0035052578868302454
realhit,Qwen3.5-9B,2,markdown+excel_1_image,6,0.0025167785234899327,0.0030045067601402104
realhit,Qwen3.5-9B,2,markdown+image,6,0.0025167785234899327,0.0030045067601402104
realhit,Qwen3.5-9B,2,markdown+json_cells,6,0.0025167785234899327,0.0030045067601402104
realhit,Qwen3.5-9B,3,latex+markdown+json_rows,6,0.0025167785234899327,0.0030045067601402104
realhit,Qwen3.5-9B,2,latex+excel_1_image,5,0.0020973154362416107,0.0025037556334501754
realhit,Qwen3.5-9B,2,markdown+json_rows,5,0.0020973154362416107,0.0025037556334501754
realhit,Qwen3.5-9B,3,latex+json_rows+excel_1_image,5,0.0020973154362416107,0.0025037556334501754
realhit,Qwen3.5-9B,3,markdown+json_cells+image,5,0.0020973154362416107,0.0025037556334501754
realhit,Qwen3.5-9B,2,json_rows+image,4,0.0016778523489932886,0.00200300450676014
realhit,Qwen3.5-9B,3,latex+json_cells+excel_1_image,4,0.0016778523489932886,0.00200300450676014
realhit,Qwen3.5-9B,3,latex+json_cells+json_rows,4,0.0016778523489932886,0.00200300450676014
realhit,Qwen3.5-9B,3,latex+markdown+image,4,0.0016778523489932886,0.00200300450676014
realhit,Qwen3.5-9B,3,markdown+json_rows+image,3,0.0012583892617449664,0.0015022533800701052
realhit,Qwen3.5-9B,3,markdown+json_rows+excel_1_image,1,0.00041946308724832214,0.000500751126690035
realhit,Qwen3-VL-30B-A3B-Instruct,6,latex+markdown+json_cells+json_rows+image+excel_1_image,834,0.3498322147651007,0.432348367029549
realhit,Qwen3-VL-30B-A3B-Instruct,0,none,455,0.19085570469798657,0.0
realhit,Qwen3-VL-30B-A3B-Instruct,5,latex+markdown+json_cells+json_rows+image,144,0.06040268456375839,0.07465007776049767
realhit,Qwen3-VL-30B-A3B-Instruct,5,latex+markdown+json_cells+json_rows+excel_1_image,115,0.04823825503355705,0.05961638154484189
realhit,Qwen3-VL-30B-A3B-Instruct,4,latex+markdown+json_cells+json_rows,67,0.028104026845637585,0.03473302229134267
realhit,Qwen3-VL-30B-A3B-Instruct,1,image,58,0.024328859060402684,0.03006739243131156
realhit,Qwen3-VL-30B-A3B-Instruct,5,latex+json_cells+json_rows+image+excel_1_image,37,0.01552013422818792,0.01918092275790565
realhit,Qwen3-VL-30B-A3B-Instruct,1,json_rows,35,0.014681208053691275,0.018144116122343183
realhit,Qwen3-VL-30B-A3B-Instruct,1,excel_1_image,32,0.013422818791946308,0.01658890616899948
realhit,Qwen3-VL-30B-A3B-Instruct,5,latex+markdown+json_rows+image+excel_1_image,31,0.013003355704697987,0.01607050285121825
realhit,Qwen3-VL-30B-A3B-Instruct,5,latex+markdown+json_cells+image+excel_1_image,30,0.012583892617449664,0.015552099533437015
realhit,Qwen3-VL-30B-A3B-Instruct,1,latex,29,0.012164429530201342,0.01503369621565578
realhit,Qwen3-VL-30B-A3B-Instruct,1,json_cells,28,0.01174496644295302,0.014515292897874546
realhit,Qwen3-VL-30B-A3B-Instruct,5,markdown+json_cells+json_rows+image+excel_1_image,26,0.010906040268456376,0.01347848626231208
realhit,Qwen3-VL-30B-A3B-Instruct,1,markdown,23,0.00964765100671141,0.011923276308968377
realhit,Qwen3-VL-30B-A3B-Instruct,2,image+excel_1_image,19,0.007969798657718121,0.009849663037843442
realhit,Qwen3-VL-30B-A3B-Instruct,2,latex+image,19,0.007969798657718121,0.009849663037843442
realhit,Qwen3-VL-30B-A3B-Instruct,3,json_cells+image+excel_1_image,16,0.006711409395973154,0.00829445308449974
realhit,Qwen3-VL-30B-A3B-Instruct,2,markdown+json_rows,15,0.006291946308724832,0.007776049766718507
realhit,Qwen3-VL-30B-A3B-Instruct,3,latex+markdown+json_rows,14,0.00587248322147651,0.007257646448937273
realhit,Qwen3-VL-30B-A3B-Instruct,3,markdown+json_cells+json_rows,14,0.00587248322147651,0.007257646448937273
realhit,Qwen3-VL-30B-A3B-Instruct,2,latex+json_rows,13,0.005453020134228188,0.00673924313115604
realhit,Qwen3-VL-30B-A3B-Instruct,2,latex+markdown,13,0.005453020134228188,0.00673924313115604
realhit,Qwen3-VL-30B-A3B-Instruct,3,latex+json_rows+image,13,0.005453020134228188,0.00673924313115604
realhit,Qwen3-VL-30B-A3B-Instruct,4,markdown+json_cells+json_rows+image,13,0.005453020134228188,0.00673924313115604
realhit,Qwen3-VL-30B-A3B-Instruct,2,json_cells+json_rows,12,0.0050335570469798654,0.006220839813374806
realhit,Qwen3-VL-30B-A3B-Instruct,3,latex+image+excel_1_image,12,0.0050335570469798654,0.006220839813374806
realhit,Qwen3-VL-30B-A3B-Instruct,4,latex+json_cells+json_rows+image,12,0.0050335570469798654,0.006220839813374806
realhit,Qwen3-VL-30B-A3B-Instruct,4,latex+json_rows+image+excel_1_image,12,0.0050335570469798654,0.006220839813374806
realhit,Qwen3-VL-30B-A3B-Instruct,4,markdown+json_cells+image+excel_1_image,12,0.0050335570469798654,0.006220839813374806
realhit,Qwen3-VL-30B-A3B-Instruct,2,markdown+json_cells,11,0.004614093959731544,0.005702436495593572
realhit,Qwen3-VL-30B-A3B-Instruct,3,latex+json_cells+json_rows,11,0.004614093959731544,0.005702436495593572
realhit,Qwen3-VL-30B-A3B-Instruct,3,latex+markdown+json_cells,11,0.004614093959731544,0.005702436495593572
realhit,Qwen3-VL-30B-A3B-Instruct,4,markdown+json_cells+json_rows+excel_1_image,11,0.004614093959731544,0.005702436495593572
realhit,Qwen3-VL-30B-A3B-Instruct,2,latex+excel_1_image,10,0.0041946308724832215,0.005184033177812338
realhit,Qwen3-VL-30B-A3B-Instruct,2,markdown+image,10,0.0041946308724832215,0.005184033177812338
realhit,Qwen3-VL-30B-A3B-Instruct,3,json_cells+json_rows+image,10,0.0041946308724832215,0.005184033177812338
realhit,Qwen3-VL-30B-A3B-Instruct,3,latex+json_cells+image,10,0.0041946308724832215,0.005184033177812338
realhit,Qwen3-VL-30B-A3B-Instruct,2,latex+json_cells,9,0.0037751677852348995,0.004665629860031105
realhit,Qwen3-VL-30B-A3B-Instruct,3,markdown+json_cells+image,9,0.0037751677852348995,0.004665629860031105
realhit,Qwen3-VL-30B-A3B-Instruct,4,latex+json_cells+image+excel_1_image,9,0.0037751677852348995,0.004665629860031105
realhit,Qwen3-VL-30B-A3B-Instruct,4,latex+markdown+image+excel_1_image,9,0.0037751677852348995,0.004665629860031105
realhit,Qwen3-VL-30B-A3B-Instruct,4,latex+markdown+json_rows+excel_1_image,9,0.0037751677852348995,0.004665629860031105
realhit,Qwen3-VL-30B-A3B-Instruct,2,json_cells+image,8,0.003355704697986577,0.00414722654224987
realhit,Qwen3-VL-30B-A3B-Instruct,4,latex+json_cells+json_rows+excel_1_image,8,0.003355704697986577,0.00414722654224987
realhit,Qwen3-VL-30B-A3B-Instruct,2,json_cells+excel_1_image,7,0.002936241610738255,0.0036288232244686366
realhit,Qwen3-VL-30B-A3B-Instruct,3,latex+json_cells+excel_1_image,7,0.002936241610738255,0.0036288232244686366
realhit,Qwen3-VL-30B-A3B-Instruct,4,latex+markdown+json_cells+excel_1_image,7,0.002936241610738255,0.0036288232244686366
realhit,Qwen3-VL-30B-A3B-Instruct,3,markdown+json_rows+excel_1_image,6,0.0025167785234899327,0.003110419906687403
realhit,Qwen3-VL-30B-A3B-Instruct,4,latex+markdown+json_rows+image,6,0.0025167785234899327,0.003110419906687403
realhit,Qwen3-VL-30B-A3B-Instruct,3,json_cells+json_rows+excel_1_image,5,0.0020973154362416107,0.002592016588906169
realhit,Qwen3-VL-30B-A3B-Instruct,3,latex+markdown+excel_1_image,5,0.0020973154362416107,0.002592016588906169
realhit,Qwen3-VL-30B-A3B-Instruct,3,latex+markdown+image,5,0.0020973154362416107,0.002592016588906169
realhit,Qwen3-VL-30B-A3B-Instruct,3,markdown+image+excel_1_image,5,0.0020973154362416107,0.002592016588906169
realhit,Qwen3-VL-30B-A3B-Instruct,4,json_cells+json_rows+image+excel_1_image,5,0.0020973154362416107,0.002592016588906169
realhit,Qwen3-VL-30B-A3B-Instruct,4,markdown+json_rows+image+excel_1_image,5,0.0020973154362416107,0.002592016588906169
realhit,Qwen3-VL-30B-A3B-Instruct,3,json_rows+image+excel_1_image,4,0.0016778523489932886,0.002073613271124935
realhit,Qwen3-VL-30B-A3B-Instruct,3,latex+json_rows+excel_1_image,4,0.0016778523489932886,0.002073613271124935
realhit,Qwen3-VL-30B-A3B-Instruct,4,latex+markdown+json_cells+image,4,0.0016778523489932886,0.002073613271124935
realhit,Qwen3-VL-30B-A3B-Instruct,2,json_rows+excel_1_image,3,0.0012583892617449664,0.0015552099533437014
realhit,Qwen3-VL-30B-A3B-Instruct,3,markdown+json_rows+image,3,0.0012583892617449664,0.0015552099533437014
realhit,Qwen3-VL-30B-A3B-Instruct,2,json_rows+image,2,0.0008389261744966443,0.0010368066355624676
realhit,Qwen3-VL-30B-A3B-Instruct,2,markdown+excel_1_image,2,0.0008389261744966443,0.0010368066355624676
realhit,Qwen3-VL-30B-A3B-Instruct,3,markdown+json_cells+excel_1_image,1,0.00041946308724832214,0.0005184033177812338
realhit,gemma-3-12b-it,0,none,759,0.3183724832214765,0.0
realhit,gemma-3-12b-it,6,latex+markdown+json_cells+json_rows+image+excel_1_image,180,0.07550335570469799,0.11076923076923077
realhit,gemma-3-12b-it,4,latex+markdown+json_cells+json_rows,166,0.06963087248322147,0.10215384615384615
realhit,gemma-3-12b-it,5,latex+markdown+json_cells+json_rows+image,122,0.051174496644295304,0.07507692307692308
realhit,gemma-3-12b-it,1,latex,103,0.04320469798657718,0.06338461538461539
realhit,gemma-3-12b-it,1,image,69,0.028942953020134228,0.04246153846153846
realhit,gemma-3-12b-it,3,latex+markdown+json_rows,57,0.023909395973154363,0.035076923076923075
realhit,gemma-3-12b-it,3,latex+markdown+json_cells,56,0.02348993288590604,0.03446153846153846
realhit,gemma-3-12b-it,2,latex+markdown,50,0.02097315436241611,0.03076923076923077
realhit,gemma-3-12b-it,2,latex+json_rows,47,0.01971476510067114,0.028923076923076923
realhit,gemma-3-12b-it,1,json_cells,46,0.01929530201342282,0.028307692307692308
realhit,gemma-3-12b-it,1,json_rows,46,0.01929530201342282,0.028307692307692308
realhit,gemma-3-12b-it,4,latex+markdown+json_rows+image,43,0.018036912751677854,0.02646153846153846
realhit,gemma-3-12b-it,1,markdown,41,0.017197986577181208,0.02523076923076923
realhit,gemma-3-12b-it,5,latex+markdown+json_cells+json_rows+excel_1_image,41,0.017197986577181208,0.02523076923076923
realhit,gemma-3-12b-it,1,excel_1_image,37,0.01552013422818792,0.02276923076923077
realhit,gemma-3-12b-it,2,latex+image,33,0.013842281879194632,0.020307692307692308
realhit,gemma-3-12b-it,2,latex+json_cells,33,0.013842281879194632,0.020307692307692308
realhit,gemma-3-12b-it,5,latex+markdown+json_rows+image+excel_1_image,30,0.012583892617449664,0.018461538461538463
realhit,gemma-3-12b-it,3,latex+json_cells+json_rows,25,0.010486577181208054,0.015384615384615385
realhit,gemma-3-12b-it,2,json_cells+json_rows,22,0.009228187919463088,0.01353846153846154
realhit,gemma-3-12b-it,4,latex+json_cells+json_rows+image,21,0.008808724832214765,0.012923076923076923
realhit,gemma-3-12b-it,5,latex+json_cells+json_rows+image+excel_1_image,20,0.008389261744966443,0.012307692307692308
realhit,gemma-3-12b-it,2,markdown+json_rows,18,0.007550335570469799,0.011076923076923076
realhit,gemma-3-12b-it,4,latex+markdown+json_cells+image,18,0.007550335570469799,0.011076923076923076
realhit,gemma-3-12b-it,2,image+excel_1_image,17,0.007130872483221477,0.010461538461538461
realhit,gemma-3-12b-it,3,markdown+json_cells+json_rows,17,0.007130872483221477,0.010461538461538461
realhit,gemma-3-12b-it,5,markdown+json_cells+json_rows+image+excel_1_image,15,0.006291946308724832,0.009230769230769232
realhit,gemma-3-12b-it,3,latex+markdown+image,14,0.00587248322147651,0.008615384615384615
realhit,gemma-3-12b-it,5,latex+markdown+json_cells+image+excel_1_image,14,0.00587248322147651,0.008615384615384615
realhit,gemma-3-12b-it,2,json_cells+image,13,0.005453020134228188,0.008
realhit,gemma-3-12b-it,3,latex+json_cells+image,13,0.005453020134228188,0.008
realhit,gemma-3-12b-it,2,latex+excel_1_image,12,0.0050335570469798654,0.0073846153846153844
realhit,gemma-3-12b-it,2,markdown+json_cells,11,0.004614093959731544,0.00676923076923077
realhit,gemma-3-12b-it,4,latex+json_rows+image+excel_1_image,11,0.004614093959731544,0.00676923076923077
realhit,gemma-3-12b-it,3,json_cells+json_rows+image,10,0.0041946308724832215,0.006153846153846154
realhit,gemma-3-12b-it,3,latex+image+excel_1_image,10,0.0041946308724832215,0.006153846153846154
realhit,gemma-3-12b-it,2,json_rows+image,9,0.0037751677852348995,0.005538461538461538
realhit,gemma-3-12b-it,4,markdown+json_cells+json_rows+image,9,0.0037751677852348995,0.005538461538461538
realhit,gemma-3-12b-it,2,markdown+image,8,0.003355704697986577,0.004923076923076923
realhit,gemma-3-12b-it,4,latex+json_cells+json_rows+excel_1_image,8,0.003355704697986577,0.004923076923076923
realhit,gemma-3-12b-it,4,latex+markdown+json_rows+excel_1_image,8,0.003355704697986577,0.004923076923076923
realhit,gemma-3-12b-it,3,latex+json_cells+excel_1_image,7,0.002936241610738255,0.0043076923076923075
realhit,gemma-3-12b-it,3,latex+json_rows+image,7,0.002936241610738255,0.0043076923076923075
realhit,gemma-3-12b-it,4,latex+json_cells+image+excel_1_image,7,0.002936241610738255,0.0043076923076923075
realhit,gemma-3-12b-it,2,json_cells+excel_1_image,6,0.0025167785234899327,0.0036923076923076922
realhit,gemma-3-12b-it,3,latex+json_rows+excel_1_image,6,0.0025167785234899327,0.0036923076923076922
realhit,gemma-3-12b-it,3,latex+markdown+excel_1_image,6,0.0025167785234899327,0.0036923076923076922
realhit,gemma-3-12b-it,3,markdown+json_rows+excel_1_image,6,0.0025167785234899327,0.0036923076923076922
realhit,gemma-3-12b-it,4,json_cells+json_rows+image+excel_1_image,6,0.0025167785234899327,0.0036923076923076922
realhit,gemma-3-12b-it,4,markdown+json_cells+image+excel_1_image,6,0.0025167785234899327,0.0036923076923076922
realhit,gemma-3-12b-it,2,markdown+excel_1_image,5,0.0020973154362416107,0.003076923076923077
realhit,gemma-3-12b-it,4,latex+markdown+image+excel_1_image,5,0.0020973154362416107,0.003076923076923077
realhit,gemma-3-12b-it,4,markdown+json_rows+image+excel_1_image,5,0.0020973154362416107,0.003076923076923077
realhit,gemma-3-12b-it,3,json_cells+image+excel_1_image,4,0.0016778523489932886,0.0024615384615384616
realhit,gemma-3-12b-it,3,markdown+json_cells+image,4,0.0016778523489932886,0.0024615384615384616
realhit,gemma-3-12b-it,4,latex+markdown+json_cells+excel_1_image,4,0.0016778523489932886,0.0024615384615384616
realhit,gemma-3-12b-it,4,markdown+json_cells+json_rows+excel_1_image,4,0.0016778523489932886,0.0024615384615384616
realhit,gemma-3-12b-it,3,json_cells+json_rows+excel_1_image,3,0.0012583892617449664,0.0018461538461538461
realhit,gemma-3-12b-it,3,json_rows+image+excel_1_image,3,0.0012583892617449664,0.0018461538461538461
realhit,gemma-3-12b-it,3,markdown+image+excel_1_image,3,0.0012583892617449664,0.0018461538461538461
realhit,gemma-3-12b-it,2,json_rows+excel_1_image,2,0.0008389261744966443,0.0012307692307692308
realhit,gemma-3-12b-it,3,markdown+json_rows+image,2,0.0008389261744966443,0.0012307692307692308
realhit,gemma-3-12b-it,3,markdown+json_cells+excel_1_image,1,0.00041946308724832214,0.0006153846153846154
realhit,gemma-4-12B-it,6,latex+markdown+json_cells+json_rows+image+excel_1_image,602,0.2525167785234899,0.3068297655453619
realhit,gemma-4-12B-it,4,latex+markdown+json_cells+json_rows,445,0.18666107382550334,0.22680937818552496
realhit,gemma-4-12B-it,0,none,422,0.17701342281879195,0.0
realhit,gemma-4-12B-it,5,latex+markdown+json_cells+json_rows+image,207,0.08682885906040269,0.10550458715596331
realhit,gemma-4-12B-it,5,latex+markdown+json_cells+json_rows+excel_1_image,120,0.050335570469798654,0.06116207951070336
realhit,gemma-4-12B-it,3,latex+markdown+json_cells,54,0.022651006711409395,0.027522935779816515
realhit,gemma-4-12B-it,3,latex+markdown+json_rows,44,0.018456375838926176,0.022426095820591234
realhit,gemma-4-12B-it,3,latex+json_cells+json_rows,34,0.014261744966442953,0.017329255861365953
realhit,gemma-4-12B-it,1,image,31,0.013003355704697987,0.01580020387359837
realhit,gemma-4-12B-it,3,markdown+json_cells+json_rows,28,0.01174496644295302,0.014271151885830785
realhit,gemma-4-12B-it,1,json_cells,23,0.00964765100671141,0.011722731906218144
realhit,gemma-4-12B-it,5,latex+markdown+json_cells+image+excel_1_image,22,0.009228187919463088,0.011213047910295617
realhit,gemma-4-12B-it,1,latex,20,0.008389261744966443,0.010193679918450561
realhit,gemma-4-12B-it,2,json_cells+json_rows,20,0.008389261744966443,0.010193679918450561
realhit,gemma-4-12B-it,2,latex+json_cells,20,0.008389261744966443,0.010193679918450561
realhit,gemma-4-12B-it,1,markdown,17,0.007130872483221477,0.008664627930682976
realhit,gemma-4-12B-it,2,latex+json_rows,17,0.007130872483221477,0.008664627930682976
realhit,gemma-4-12B-it,2,latex+markdown,17,0.007130872483221477,0.008664627930682976
realhit,gemma-4-12B-it,1,json_rows,16,0.006711409395973154,0.00815494393476045
realhit,gemma-4-12B-it,5,latex+json_cells+json_rows+image+excel_1_image,15,0.006291946308724832,0.00764525993883792
realhit,gemma-4-12B-it,5,latex+markdown+json_rows+image+excel_1_image,15,0.006291946308724832,0.00764525993883792
realhit,gemma-4-12B-it,1,excel_1_image,14,0.00587248322147651,0.007135575942915392
